condition,trial,host_write_us,host_recv_us,dev_rise_us,n_events,overflow
idle,1545,33864847.810,33868073.783,34932200,1,false
idle,1546,33885269.965,33888543.347,34952600,1,false
idle,1547,33905729.986,33909023.746,34973036,1,false
idle,1548,33926234.516,33929361.047,34993524,1,false
idle,1549,33946588.748,33949974.234,35013864,1,false
idle,1550,33967184.028,33970503.600,35034436,1,false
idle,1551,33987680.799,33990960.679,35054912,1,false
idle,1552,34008155.962,34011337.552,35075368,1,false
idle,1553,34028534.412,34031890.767,35095720,1,false
idle,1554,34049087.112,34052370.679,35116260,1,false
idle,1555,34069547.576,34072905.789,35136696,1,false
idle,1556,34090112.338,34093401.914,35157240,1,false
idle,1557,34110584.867,34113852.757,35177700,1,false
idle,1558,34131044.996,34134291.391,35198132,1,false
idle,1559,34151461.446,34154738.822,35218528,1,false
idle,1560,34171900.052,34175235.414,35238992,1,false
idle,1561,34192417.431,34195715.211,35259448,1,false
idle,1562,34212881.389,34216112.568,35279956,1,false
idle,1563,34233342.652,34236516.646,35300332,1,false
idle,1564,34253690.248,34257085.742,35320660,1,false
idle,1565,34274278.062,34277543.565,35341224,1,false
idle,1566,34294706.598,34297988.745,35361636,1,false
idle,1567,34315187.832,34318510.834,35382100,1,false
idle,1568,34335673.781,34339071.738,35402560,1,false
idle,1569,34356294.643,34359459.097,35423156,1,false
idle,1570,34376655.012,34379919.195,35443504,1,false
idle,1571,34397125.312,34400500.466,35463956,1,false
idle,1572,34417706.125,34420946.776,35484520,1,false
idle,1573,34438142.566,34441353.038,35504928,1,false
idle,1574,34458557.392,34461909.196,35525332,1,false
idle,1575,34479102.645,34482362.378,35545848,1,false
idle,1576,34499559.387,34502860.104,35566288,1,false
idle,1577,34520071.058,34523550.357,35586780,1,false
idle,1578,34540735.091,34543809.819,35607424,1,false
idle,1579,34560965.501,34564328.048,35627636,1,false
idle,1580,34581486.668,34584765.886,35648132,1,false
idle,1581,34601923.607,34605222.144,35668564,1,false
idle,1582,34622334.107,34625699.652,35688948,1,false
idle,1583,34643145.402,34646605.558,35709732,1,false
idle,1584,34663857.941,34666933.798,35730428,1,false
idle,1585,34684323.808,34687834.235,35750860,1,false
idle,1586,34705343.532,34708081.666,35771860,1,false
idle,1587,34725410.575,34728624.719,35791908,1,false
idle,1588,34746136.413,34748742.663,35812620,1,false
idle,1589,34766144.864,34769492.839,35832616,1,false
idle,1590,34787001.362,34789620.182,35853448,1,false
idle,1591,34807025.631,34810101.307,35873448,1,false
idle,1592,34827303.030,34830530.218,35893716,1,false
idle,1593,34847734.808,34851064.870,35914128,1,false
idle,1594,34868265.040,34871520.335,35934636,1,false
idle,1595,34888709.238,34892391.645,35955056,1,false
idle,1596,34908790.928,34913327.054,35975120,1,false
idle,1597,34929795.254,34932960.207,35996104,1,false
idle,1598,34950157.554,34953992.466,36016440,1,false
idle,1599,34970416.153,34974280.587,36036684,1,false
idle,1600,34990665.970,34994784.698,36056908,1,false
idle,1601,35011341.413,35014892.000,36077548,1,false
idle,1602,35032093.168,35035395.742,36098300,1,false
idle,1603,35052582.592,35055826.352,36118768,1,false
idle,1604,35073062.392,35076357.626,36139228,1,false
idle,1605,35093575.328,35096791.922,36159724,1,false
idle,1606,35113987.670,35117829.242,36180112,1,false
idle,1607,35134413.331,35138156.418,36200516,1,false
idle,1608,35154647.618,35158666.886,36220736,1,false
idle,1609,35175352.972,35178915.405,36241416,1,false
idle,1610,35196627.529,35199785.197,36262672,1,false
idle,1611,35217052.272,35219627.567,36283084,1,false
idle,1612,35237819.553,35240126.390,36303824,1,false
idle,1613,35258581.010,35261291.573,36324560,1,false
idle,1614,35278712.261,35281508.909,36344672,1,false
idle,1615,35298907.560,35301943.532,36364884,1,false
idle,1616,35319231.763,35322353.750,36385156,1,false
idle,1617,35339573.830,35342545.744,36405480,1,false
idle,1618,35359721.920,35362943.381,36425608,1,false
idle,1619,35380095.291,35383388.507,36445960,1,false
idle,1620,35400535.913,35403874.187,36466384,1,false
idle,1621,35421020.358,35424362.503,36486844,1,false
idle,1622,35441582.264,35445363.662,36507384,1,false
idle,1623,35461712.780,35466028.045,36527496,1,false
idle,1624,35482496.955,35485968.436,36548264,1,false
idle,1625,35503177.443,35506397.156,36568928,1,false
idle,1626,35523605.642,35526872.235,36589328,1,false
idle,1627,35544089.825,35547374.936,36609792,1,false
idle,1628,35564609.484,35567901.022,36630296,1,false
idle,1629,35585474.335,35588693.542,36651140,1,false
idle,1630,35605958.583,35608816.449,36671604,1,false
idle,1631,35627039.938,35629269.901,36692660,1,false
idle,1632,35647751.419,35650101.733,36713352,1,false
idle,1633,35668534.640,35670553.555,36734120,1,false
idle,1634,35688829.752,35691353.724,36754396,1,false
idle,1635,35709904.872,35711847.294,36775476,1,false
idle,1636,35730381.111,35732059.508,36795900,1,false
idle,1637,35750597.685,35752167.347,36816072,1,false
idle,1638,35771350.405,35772620.995,36836832,1,false
idle,1639,35791812.047,35793094.338,36857276,1,false
idle,1640,35812617.610,35817646.943,36878060,1,false
idle,1641,35832868.895,35838125.646,36898360,1,false
idle,1642,35853351.192,35859337.074,36918752,1,false
idle,1643,35873804.396,35879678.062,36939184,1,false
idle,1644,35894082.486,35895878.963,36959444,1,false
idle,1645,35914379.934,35916415.820,36979728,1,false
idle,1646,35934949.644,35936849.490,37000268,1,false
idle,1647,35955083.004,35957340.280,37020388,1,false
idle,1648,35975847.958,35978016.966,37041140,1,false
idle,1649,35996400.206,35998341.176,37061660,1,false
idle,1650,36016673.960,36018696.207,37081920,1,false
idle,1651,36037037.613,36039290.308,37102256,1,false
idle,1652,36057532.035,36059406.565,37122736,1,false
idle,1653,36077535.835,36079702.756,37142720,1,false
idle,1654,36097874.229,36100202.096,37163100,1,false
idle,1655,36118340.740,36120628.607,37183496,1,false
idle,1656,36138803.542,36141112.793,37203928,1,false
idle,1657,36159273.274,36161619.127,37224376,1,false
idle,1658,36179880.807,36182183.929,37245016,1,false
idle,1659,36200359.834,36202623.512,37265428,1,false
idle,1660,36220822.222,36223105.977,37285864,1,false
idle,1661,36241328.088,36243586.272,37306344,1,false
idle,1662,36261767.082,36263982.178,37326768,1,false
idle,1663,36282154.495,36284457.791,37347140,1,false
idle,1664,36302666.937,36304952.394,37367632,1,false
idle,1665,36323116.894,36325441.905,37388060,1,false
idle,1666,36343599.402,36345943.324,37408520,1,false
idle,1667,36364110.076,36366378.732,37429024,1,false
idle,1668,36384548.116,36386866.795,37449436,1,false
idle,1669,36405033.477,36407410.454,37469896,1,false
idle,1670,36425574.103,36427884.110,37490420,1,false
idle,1671,36446052.927,36448418.143,37510880,1,false
idle,1672,36466623.201,36468762.325,37531428,1,false
idle,1673,36486941.980,36489263.443,37551724,1,false
idle,1674,36507460.328,36509840.091,37572220,1,false
idle,1675,36528019.672,36530326.361,37592760,1,false
idle,1676,36548526.748,36550751.604,37613248,1,false
idle,1677,36568936.834,36571248.757,37633636,1,false
idle,1678,36589468.896,36591668.021,37654148,1,false
idle,1679,36609832.568,36612129.088,37674496,1,false
idle,1680,36630314.063,36632605.834,37694952,1,false
idle,1681,36650784.052,36653095.599,37715408,1,false
idle,1682,36671264.548,36673577.908,37735864,1,false
idle,1683,36691843.907,36694106.444,37756432,1,false
idle,1684,36712283.432,36714521.616,37776840,1,false
idle,1685,36732714.688,36735015.106,37797260,1,false
idle,1686,36753205.962,36755395.595,37817724,1,false
idle,1687,36773568.299,36775888.744,37838076,1,false
idle,1688,36794068.994,36796385.310,37858548,1,false
idle,1689,36814540.267,36816849.867,37879004,1,false
idle,1690,36835037.484,36837341.090,37899480,1,false
idle,1691,36855502.717,36857834.452,37919928,1,false
idle,1692,36876021.768,36878367.217,37940420,1,false
idle,1693,36896543.776,36898822.865,37960932,1,false
idle,1694,36916998.091,36919223.650,37981360,1,false
idle,1695,36937444.226,36939752.156,38001784,1,false
idle,1696,36957945.627,36960234.110,38022264,1,false
idle,1697,36978410.110,36980690.253,38042716,1,false
idle,1698,36998870.120,37001171.743,38063220,1,false
idle,1699,37019359.756,37021744.374,38083624,1,false
idle,1700,37039938.458,37042133.773,38104180,1,false
idle,1701,37060303.366,37062609.402,38124520,1,false
idle,1702,37080766.192,37083094.692,38144968,1,false
idle,1703,37101260.177,37103566.058,38165440,1,false
idle,1704,37121753.174,37124061.614,38185916,1,false
idle,1705,37142219.547,37144544.276,38206356,1,false
idle,1706,37162706.312,37165013.694,38226828,1,false
idle,1707,37183187.470,37185505.249,38247288,1,false
idle,1708,37203662.734,37206071.099,38267748,1,false
idle,1709,37224254.119,37226452.866,38288312,1,false
idle,1710,37244619.075,37246916.950,38308656,1,false
idle,1711,37265116.681,37267507.920,38329140,1,false
idle,1712,37285715.848,37287962.362,38349720,1,false
idle,1713,37306203.064,37308488.677,38370188,1,false
idle,1714,37326676.108,37328925.775,38390640,1,false
idle,1715,37347092.662,37349379.747,38411028,1,false
idle,1716,37367567.837,37369873.948,38431488,1,false
idle,1717,37388046.765,37390368.368,38451956,1,false
idle,1718,37408573.949,37410937.713,38472456,1,false
idle,1719,37429114.293,37431455.155,38492980,1,false
idle,1720,37449664.124,37451867.213,38513504,1,false
idle,1721,37470062.737,37472353.668,38533884,1,false
idle,1722,37490572.231,37492729.223,38554368,1,false
idle,1723,37510928.271,37513195.199,38574708,1,false
idle,1724,37531368.597,37533724.099,38595136,1,false
idle,1725,37551909.416,37554194.710,38615668,1,false
idle,1726,37572342.838,37574607.268,38636064,1,false
idle,1727,37592781.462,37595097.390,38656480,1,false
idle,1728,37613300.309,37615724.030,38676980,1,false
idle,1729,37633919.184,37636157.401,38697588,1,false
idle,1730,37654362.143,37656648.607,38717996,1,false
idle,1731,37675222.764,37677733.425,38738840,1,false
idle,1732,37695967.385,37697647.531,38759568,1,false
idle,1733,37716859.518,37722181.602,38780512,1,false
idle,1734,37737367.281,37738591.541,38800924,1,false
idle,1735,37757789.554,37759010.431,38821328,1,false
idle,1736,37778463.699,37783971.504,38841984,1,false
idle,1737,37799565.321,37804635.998,38863056,1,false
idle,1738,37819907.812,37825258.863,38883404,1,false
idle,1739,37840502.908,37845029.786,38903960,1,false
idle,1740,37861240.247,37865570.361,38924676,1,false
idle,1741,37881802.791,37885984.621,38945216,1,false
idle,1742,37902195.122,37906708.786,38965592,1,false
idle,1743,37922920.316,37926931.490,38986300,1,false
idle,1744,37943190.573,37947456.819,39006552,1,false
idle,1745,37963636.913,37967899.912,39026972,1,false
idle,1746,37984113.571,37988430.823,39047428,1,false
idle,1747,38004633.233,38009337.239,39067924,1,false
idle,1748,38025581.711,38029996.147,39088868,1,false
idle,1749,38046444.677,38050274.410,39109696,1,false
idle,1750,38066697.069,38070449.351,39129932,1,false
idle,1751,38086849.606,38090884.316,39150068,1,false
idle,1752,38107164.650,38111980.498,39170360,1,false
idle,1753,38127540.108,38132220.547,39190716,1,false
idle,1754,38147724.413,38152696.771,39210876,1,false
idle,1755,38168085.753,38172844.006,39231216,1,false
idle,1756,38189233.602,38193839.539,39252344,1,false
idle,1757,38209331.944,38214089.141,39272404,1,false
idle,1758,38230310.290,38234006.178,39293376,1,false
idle,1759,38251261.748,38254681.352,39314312,1,false
idle,1760,38271873.962,38275148.643,39334960,1,false
idle,1761,38292316.324,38295515.515,39355328,1,false
idle,1762,38312687.565,38315978.703,39375684,1,false
idle,1763,38333138.278,38336473.864,39396120,1,false
idle,1764,38353660.427,38356953.849,39416616,1,false
idle,1765,38374116.821,38377398.498,39437056,1,false
idle,1766,38394553.174,38397932.713,39457464,1,false
idle,1767,38415080.263,38418395.560,39477972,1,false
idle,1768,38435547.068,38438877.129,39498424,1,false
idle,1769,38456012.357,38459327.826,39518868,1,false
idle,1770,38476477.782,38479795.366,39539312,1,false
idle,1771,38496947.110,38500332.615,39559760,1,false
idle,1772,38517503.937,38520790.266,39580296,1,false
idle,1773,38537944.321,38541279.454,39600724,1,false
idle,1774,38558733.898,38562249.000,39621484,1,false
idle,1775,38579729.145,38582743.232,39642464,1,false
idle,1776,38599991.549,38602851.162,39662708,1,false
idle,1777,38620003.889,38623175.309,39682696,1,false
idle,1778,38640339.972,38643715.038,39703012,1,false
idle,1779,38660896.755,38664163.521,39723584,1,false
idle,1780,38681323.883,38684639.415,39743956,1,false
idle,1781,38701799.975,38705107.694,39764412,1,false
idle,1782,38722319.926,38725606.778,39784908,1,false
idle,1783,38742822.267,38746066.404,39805396,1,false
idle,1784,38763226.767,38766522.840,39825780,1,false
idle,1785,38783690.625,38787049.617,39846220,1,false
idle,1786,38804218.793,38807473.622,39866732,1,false
idle,1787,38824636.538,38827896.623,39887132,1,false
idle,1788,38845059.710,38848366.671,39907532,1,false
idle,1789,38865535.200,38868846.157,39927984,1,false
idle,1790,38886022.405,38889521.277,39948452,1,false
idle,1791,38906685.097,38909815.821,39969100,1,false
idle,1792,38926976.620,38930290.919,39989376,1,false
idle,1793,38947464.482,38950758.476,40009836,1,false
idle,1794,38967946.260,38971254.643,40030296,1,false
idle,1795,38988415.009,38991733.100,40050756,1,false
idle,1796,39008921.113,39012216.343,40071240,1,false
idle,1797,39029338.521,39032685.510,40091628,1,false
idle,1798,39049854.770,39053172.214,40112196,1,false
idle,1799,39070342.338,39073648.056,40132592,1,false
idle,1800,39090803.790,39094190.413,40153036,1,false
idle,1801,39111336.988,39114599.423,40173556,1,false
idle,1802,39131759.351,39135073.350,40193956,1,false
idle,1803,39152258.490,39155596.275,40214428,1,false
idle,1804,39172765.799,39176040.055,40234920,1,false
idle,1805,39193238.738,39196609.006,40255368,1,false
idle,1806,39213804.099,39217083.408,40275920,1,false
idle,1807,39234283.140,39237613.226,40296376,1,false
idle,1808,39254813.284,39258091.735,40316884,1,false
idle,1809,39275294.549,39278640.792,40337352,1,false
idle,1810,39295827.911,39298981.720,40357880,1,false
idle,1811,39316146.160,39319478.668,40378164,1,false
idle,1812,39336628.856,39340002.894,40398620,1,false
idle,1813,39357158.683,39360417.633,40419132,1,false
idle,1814,39377570.353,39380930.850,40439520,1,false
idle,1815,39398082.771,39401407.906,40460016,1,false
idle,1816,39418556.721,39421901.290,40480472,1,false
idle,1817,39439055.545,39442329.409,40500952,1,false
idle,1818,39459510.435,39462826.921,40521384,1,false
idle,1819,39479975.978,39483356.735,40541824,1,false
idle,1820,39500532.695,39504058.621,40562364,1,false
idle,1821,39521246.681,39524253.488,40583056,1,false
idle,1822,39541416.514,39544744.869,40603216,1,false
idle,1823,39561919.171,39565233.713,40623692,1,false
idle,1824,39582428.466,39586234.571,40644180,1,false
idle,1825,39602714.448,39606748.441,40664444,1,false
idle,1826,39623021.165,39626732.498,40684728,1,false
idle,1827,39643931.277,39647136.836,40705620,1,false
idle,1828,39664349.449,39667607.977,40726024,1,false
idle,1829,39685040.624,39688524.901,40746700,1,false
idle,1830,39706006.139,39708938.597,40767632,1,false
idle,1831,39726207.035,39729242.326,40787816,1,false
idle,1832,39746443.743,39749580.017,40808032,1,false
idle,1833,39766766.576,39770089.679,40828340,1,false
idle,1834,39787277.764,39790452.494,40848832,1,false
idle,1835,39807667.642,39811541.957,40869200,1,false
idle,1836,39827979.593,39831993.948,40889488,1,false
idle,1837,39848546.940,39852490.953,40910036,1,false
idle,1838,39868787.369,39873117.054,40930256,1,false
idle,1839,39889621.527,39893384.168,40951072,1,false
idle,1840,39910640.119,39914016.979,40972064,1,false
idle,1841,39931511.456,39934361.392,40992920,1,false
idle,1842,39951577.370,39955394.538,41012960,1,false
idle,1843,39971818.123,39975264.362,41033184,1,false
idle,1844,39992720.847,39995441.801,41054044,1,false
idle,1845,40012869.212,40015934.206,41074260,1,false
idle,1846,40033399.971,40036401.155,41094704,1,false
idle,1847,40053610.484,40057218.109,41114900,1,false
idle,1848,40074579.600,40077342.481,41135844,1,false
idle,1849,40095539.452,40097803.144,41156796,1,false
idle,1850,40116368.735,40118362.628,41177600,1,false
idle,1851,40136581.008,40139041.524,41197792,1,false
idle,1852,40157508.166,40159285.810,41218696,1,false
idle,1853,40177725.445,40180059.387,41238896,1,false
idle,1854,40198349.441,40200210.223,41259496,1,false
idle,1855,40218352.752,40220570.043,41279484,1,false
idle,1856,40238768.275,40241088.742,41299872,1,false
idle,1857,40259283.959,40261584.062,41320368,1,false
idle,1858,40279786.824,40282134.002,41340860,1,false
idle,1859,40300356.090,40302545.916,41361404,1,false
idle,1860,40320733.491,40323062.722,41381764,1,false
idle,1861,40341288.361,40343564.292,41402308,1,false
idle,1862,40361762.539,40363992.820,41422752,1,false
idle,1863,40382180.307,40384485.557,41443148,1,false
idle,1864,40403018.469,40405046.298,41463960,1,false
idle,1865,40423549.982,40425563.409,41484476,1,false
idle,1866,40443770.091,40445974.557,41504680,1,false
idle,1867,40464186.099,40466447.288,41525072,1,false
idle,1868,40484651.635,40486956.256,41545520,1,false
idle,1869,40505162.991,40507416.197,41566016,1,false
idle,1870,40525617.320,40527914.404,41586444,1,false
idle,1871,40546379.431,40548400.317,41607188,1,false
idle,1872,40566866.171,40568854.913,41627712,1,false
idle,1873,40587077.630,40589280.926,41647844,1,false
idle,1874,40607478.900,40609778.062,41668224,1,false
idle,1875,40628348.824,40630290.092,41689060,1,false
idle,1876,40648507.429,40650699.686,41709216,1,false
idle,1877,40668951.304,40671807.590,41729640,1,false
idle,1878,40689235.028,40692073.890,41749900,1,false
idle,1879,40709266.579,40712561.936,41769920,1,false
idle,1880,40730055.849,40732714.629,41790680,1,false
idle,1881,40751029.486,40753269.177,41811632,1,false
idle,1882,40771462.285,40773609.734,41832048,1,false
idle,1883,40791819.272,40794058.167,41852380,1,false
idle,1884,40812258.811,40814545.207,41872804,1,false
idle,1885,40832743.718,40835012.261,41893276,1,false
idle,1886,40853229.955,40855493.389,41913732,1,false
idle,1887,40873696.311,40875958.306,41934184,1,false
idle,1888,40894169.892,40896451.325,41954636,1,false
idle,1889,40914648.951,40916921.562,41975092,1,false
idle,1890,40935128.845,40937396.169,41995552,1,false
idle,1891,40955590.490,40957876.638,42016000,1,false
idle,1892,40976086.908,40978419.341,42036468,1,false
idle,1893,40996628.102,40998841.854,42056992,1,false
idle,1894,41017062.598,41019313.928,42077412,1,false
idle,1895,41037550.317,41039822.901,42097876,1,false
idle,1896,41058031.885,41060329.707,42118340,1,false
idle,1897,41078789.615,41080789.819,42139076,1,false
idle,1898,41098989.146,41101163.033,42159252,1,false
idle,1899,41119361.856,41121657.449,42179608,1,false
idle,1900,41139860.266,41142261.173,42200152,1,false
idle,1901,41160464.550,41162762.628,42220668,1,false
idle,1902,41181088.877,41183212.566,42241280,1,false
idle,1903,41201434.459,41203586.261,42261596,1,false
idle,1904,41221798.350,41224140.042,42281944,1,false
idle,1905,41242330.342,41244559.838,42302452,1,false
idle,1906,41262727.275,41265072.260,42322836,1,false
idle,1907,41283270.703,41285589.664,42343356,1,false
idle,1908,41303813.357,41305968.967,42363884,1,false
idle,1909,41324188.027,41326499.855,42384236,1,false
idle,1910,41344691.982,41346962.321,42404716,1,false
idle,1911,41365174.820,41367412.506,42425184,1,false
idle,1912,41385601.755,41387908.323,42445584,1,false
idle,1913,41406095.903,41408398.605,42466056,1,false
idle,1914,41426589.065,41428850.373,42486536,1,false
idle,1915,41447044.551,41449377.107,42506972,1,false
idle,1916,41467564.605,41469817.914,42527472,1,false
idle,1917,41488024.043,41490301.036,42547908,1,false
idle,1918,41508519.116,41510802.606,42568380,1,false
idle,1919,41529005.299,41531231.667,42588848,1,false
idle,1920,41549416.990,41551630.298,42609248,1,false
idle,1921,41569806.169,41572118.185,42629616,1,false
idle,1922,41590288.521,41592587.914,42650076,1,false
idle,1923,41610751.830,41613066.029,42670520,1,false
idle,1924,41631220.495,41633529.115,42690964,1,false
idle,1925,41651682.367,41654023.955,42711404,1,false
idle,1926,41672181.399,41674487.203,42731884,1,false
idle,1927,41692637.464,41694973.068,42752320,1,false
idle,1928,41713123.867,41715490.162,42772788,1,false
idle,1929,41733671.430,41735989.630,42793316,1,false
idle,1930,41754191.707,41756479.328,42813816,1,false
idle,1931,41774649.682,41776903.000,42834256,1,false
idle,1932,41795126.805,41797424.745,42854708,1,false
idle,1933,41815618.037,41817856.111,42875184,1,false
idle,1934,41836033.142,41838331.037,42895580,1,false
idle,1935,41856532.342,41858802.833,42916060,1,false
idle,1936,41876952.448,41879273.987,42936452,1,false
idle,1937,41897496.491,41899837.656,42956980,1,false
idle,1938,41918020.260,41920349.496,42977480,1,false
idle,1939,41938540.144,41940719.553,42997988,1,false
idle,1940,41958899.791,41961234.351,43018344,1,false
idle,1941,41979335.404,41981714.844,43038744,1,false
idle,1942,41999886.830,42002154.376,43059300,1,false
idle,1943,42020346.862,42022672.511,43079708,1,false
idle,1944,42040832.597,42043143.534,43100184,1,false
idle,1945,42061315.621,42063704.241,43120632,1,false
idle,1946,42081881.369,42084186.917,43141216,1,false
idle,1947,42102363.058,42104691.950,43161648,1,false
idle,1948,42122875.393,42125139.744,43182184,1,false
idle,1949,42143300.354,42145536.784,43202548,1,false
idle,1950,42163688.982,42166032.040,43222908,1,false
idle,1951,42184192.889,42186501.728,43243396,1,false
idle,1952,42204677.538,42206989.208,43263864,1,false
idle,1953,42225158.963,42227454.835,43284324,1,false
idle,1954,42245614.546,42247983.739,43304756,1,false
idle,1955,42266130.798,42268422.635,43325256,1,false
idle,1956,42286573.345,42289000.154,43345676,1,false
idle,1957,42307157.031,42309446.051,43366244,1,false
idle,1958,42327592.425,42329848.481,43386656,1,false
idle,1959,42348018.622,42350428.606,43407064,1,false
idle,1960,42368614.332,42370940.883,43427636,1,false
idle,1961,42389135.642,42391488.084,43448140,1,false
idle,1962,42409676.879,42411862.718,43468660,1,false
idle,1963,42430037.419,42432485.594,43489000,1,false
idle,1964,42450671.865,42452794.851,43509616,1,false
idle,1965,42470942.399,42473259.021,43529868,1,false
idle,1966,42491408.701,42493732.849,43550320,1,false
idle,1967,42511880.442,42514205.620,43570800,1,false
idle,1968,42532333.129,42534707.706,43591196,1,false
idle,1969,42552866.407,42555167.023,43611760,1,false
idle,1970,42573345.563,42575794.487,43632168,1,false
idle,1971,42594008.939,42596291.534,43652812,1,false
idle,1972,42614762.736,42616811.799,43673540,1,false
idle,1973,42635041.657,42637789.883,43693804,1,false
idle,1974,42655222.146,42658031.750,43713964,1,false
idle,1975,42675463.677,42678546.147,43734184,1,false
idle,1976,42696079.046,42698675.874,43754776,1,false
idle,1977,42716868.501,42719053.549,43775596,1,false
idle,1978,42737222.570,42739401.642,43795888,1,false
idle,1979,42757558.826,42760017.419,43816200,1,false
idle,1980,42778210.741,42780613.102,43836828,1,false
idle,1981,42798819.976,42801059.418,43857436,1,false
idle,1982,42819253.202,42821575.423,43877840,1,false
idle,1983,42839780.371,42842059.742,43898348,1,false
idle,1984,42860261.096,42862568.480,43918800,1,false
idle,1985,42880768.481,42882942.051,43939292,1,false
idle,1986,42901143.232,42903483.877,43959644,1,false
idle,1987,42921670.403,42923935.932,43980152,1,false
idle,1988,42942135.714,42944464.366,44000596,1,false
idle,1989,42962651.412,42964892.970,44021092,1,false
idle,1990,42983093.985,42985493.475,44041512,1,false
idle,1991,43003680.410,43005885.922,44062080,1,false
idle,1992,43024089.737,43026342.381,44082468,1,false
idle,1993,43044534.771,43046842.085,44102904,1,false
idle,1994,43065060.496,43067265.137,44123404,1,false
idle,1995,43085459.579,43087807.792,44143780,1,false
idle,1996,43106014.616,43108281.396,44164316,1,false
idle,1997,43126491.506,43128756.165,44184768,1,false
idle,1998,43146955.043,43149236.048,44205212,1,false
idle,1999,43167438.114,43169697.477,44225688,1,false
idle,2000,43187897.061,43190216.353,44246136,1,false
idle,2001,43208415.696,43210676.846,44266616,1,false
idle,2002,43228863.703,43231112.617,44287096,1,false
idle,2003,43249319.549,43251693.411,44307476,1,false
idle,2004,43269898.158,43272062.522,44328052,1,false
idle,2005,43290257.007,43292550.157,44348372,1,false
idle,2006,43310736.276,43313035.922,44368836,1,false
idle,2007,43331566.818,43333609.751,44389636,1,false
idle,2008,43351811.537,43353930.248,44409872,1,false
idle,2009,43372118.408,43374428.585,44430160,1,false
idle,2010,43392611.803,43394958.185,44450632,1,false
idle,2011,43413202.755,43415486.046,44471204,1,false
idle,2012,43433679.247,43435936.903,44491656,1,false
idle,2013,43454495.493,43456436.947,44512448,1,false
idle,2014,43474883.642,43476910.790,44532856,1,false
idle,2015,43495107.338,43497345.214,44553028,1,false
idle,2016,43515538.735,43517829.165,44573432,1,false
idle,2017,43536022.819,43538334.359,44593900,1,false
idle,2018,43556532.864,43558832.242,44614396,1,false
idle,2019,43577027.689,43579318.850,44634872,1,false
idle,2020,43597507.596,43599764.314,44655324,1,false
idle,2021,43618377.954,43620610.963,44676172,1,false
idle,2022,43639085.857,43640658.263,44696868,1,false
idle,2023,43659874.249,43661161.197,44717676,1,false
idle,2024,43680357.900,43681707.785,44738096,1,false
idle,2025,43700886.819,43702225.313,44758632,1,false
idle,2026,43721416.730,43726724.631,44779112,1,false
idle,2027,43741921.305,43747207.355,44799596,1,false
idle,2028,43762354.787,43763629.205,44820016,1,false
idle,2029,43782820.242,43784089.459,44840472,1,false
idle,2030,43803691.982,43808672.363,44861308,1,false
idle,2031,43823871.991,43829126.873,44881512,1,false
idle,2032,43844332.461,43849568.744,44901904,1,false
idle,2033,43864825.071,43869908.695,44922392,1,false
idle,2034,43885099.443,43886345.023,44942644,1,false
idle,2035,43905511.059,43906846.127,44963032,1,false
idle,2036,43926296.277,43931494.166,44983796,1,false
idle,2037,43946674.355,43947795.836,45004152,1,false
idle,2038,43967045.552,43968381.301,45024500,1,false
idle,2039,43987569.585,43988896.657,45045008,1,false
idle,2040,44008105.214,44009175.400,45065524,1,false
idle,2041,44028342.179,44029621.859,45085740,1,false
idle,2042,44048806.388,44050107.393,45106188,1,false
idle,2043,44069261.990,44070585.411,45126620,1,false
idle,2044,44089765.047,44091231.192,45147096,1,false
idle,2045,44110418.815,44111781.154,45167736,1,false
idle,2046,44130968.386,44132078.896,45188264,1,false
idle,2047,44151237.412,44152560.740,45208512,1,false
idle,2048,44171710.514,44173048.133,45228960,1,false
idle,2049,44192197.621,44193496.383,45249440,1,false
idle,2050,44212677.222,44214038.163,45269892,1,false
idle,2051,44233205.508,44234489.831,45290400,1,false
idle,2052,44253659.242,44254954.967,45310840,1,false
idle,2053,44274205.184,44275547.455,45331364,1,false
idle,2054,44294749.850,44296072.395,45351884,1,false
idle,2055,44315278.124,44316523.007,45372400,1,false
idle,2056,44335734.889,44336942.607,45392832,1,false
idle,2057,44356140.845,44357496.572,45413220,1,false
idle,2058,44376693.206,44377974.252,45433752,1,false
idle,2059,44397170.652,44398475.985,45454208,1,false
idle,2060,44417668.054,44418957.641,45474688,1,false
idle,2061,44438162.534,44439381.126,45495152,1,false
idle,2062,44458580.402,44459931.591,45515556,1,false
idle,2063,44479126.578,44480333.139,45536084,1,false
idle,2064,44499878.594,44504915.571,45556844,1,false
idle,2065,44520158.636,44525384.721,45577076,1,false
idle,2066,44540575.302,44542167.754,45597472,1,false
idle,2067,44561447.558,44566459.167,45618320,1,false
idle,2068,44581996.017,44586869.226,45638856,1,false
idle,2069,44602001.719,44603231.988,45658836,1,false
idle,2070,44622430.920,44623757.026,45679248,1,false
idle,2071,44642955.983,44644116.000,45699752,1,false
idle,2072,44663323.671,44664649.436,45720092,1,false
idle,2073,44683838.707,44685172.557,45740668,1,false
idle,2074,44704365.780,44705737.534,45761100,1,false
idle,2075,44724924.502,44730202.434,45781640,1,false
idle,2076,44745366.210,44746629.594,45802064,1,false
idle,2077,44765832.179,44767048.818,45822508,1,false
idle,2078,44786251.184,44787573.778,45842908,1,false
idle,2079,44807097.583,44812125.096,45863732,1,false
idle,2080,44827337.918,44832540.501,45883948,1,false
idle,2081,44847729.698,44849376.333,45904320,1,false
